"chamber","Date","campaign","T_treatment","HHMMSS","FTime","Ebal","Code","Tofit","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs"
"C06","2013-08-21",2,"elevated","12:30:19",6494.5,0,6,1,19.65757628,0.087717025,243.0516532,1.653109922,1.920268071,25.05319977,6,1.420000017,1,2.840000033,21.28070259,25.05319977,20.15660477,649.3629761,624.5239868,10.60103226,12.56071568,42.19422531,49.9941597,499.7783813,1798.987305,1106.00647,101.0697632,0.027225494,0.232323542,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832963969,0.00165311,298.2031998,294.4307026,287.8379623,2.045115682,3.18977663,31.56014746,18.99943179,23.16695118,2.848340916,0.085088945,1.269508559,1.578832357,0.053410624,24.56517303,0.389179052,40.28563582,615.1797165,0.012872953
"C06","2013-08-21",2,"elevated","12:32:30",6625.5,0,6,1,26.67226157,0.085280375,431.1513031,1.625931359,1.94095581,25.13733292,6,1.420000017,1,2.840000033,21.1950264,25.13733292,19.95197105,1000.207336,966.2960205,10.58667755,12.51447201,42.35961533,50.07314301,499.7162476,1800.074829,1226.234741,101.0709229,-3.582271576,0.241660967,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832860413,0.001625931,298.2873329,294.3450264,288.0119662,2.038589963,3.205805045,31.71837117,19.20389916,23.16617966,2.848208077,0.082794206,1.264849235,1.583358842,0.051964146,43.57686009,0.446189671,39.89062263,953.6173048,0.011157234
"C06","2013-08-21",2,"elevated","12:34:37",6753,0,6,1,28.75678664,0.081991269,561.1419656,1.567905627,1.94452195,25.11730194,6,1.420000017,1,2.840000033,21.06655312,25.11730194,19.76007843,1199.934326,1163.213623,10.58314323,12.44243431,42.67712402,50.17482758,499.6733704,1800.131592,1310.528687,101.0622635,-6.267086029,0.25402534,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832788951,0.001567906,298.2673019,294.2165531,288.0210482,2.055065235,3.201982525,31.68326549,19.24083118,23.09192753,2.83544889,0.079690589,1.257460575,1.577988315,0.050008333,56.71027718,0.482406631,39.64373256,1149.544024,0.009917205
"C06","2013-08-21",2,"elevated","12:36:28",6863.5,0,6,1,30.92604881,0.079149755,784.6117461,1.511466001,1.939983972,25.07355309,6,1.420000017,1,2.840000033,21.03483391,25.07355309,19.75657272,1499.585571,1459.801758,10.61291599,12.40529346,42.87917709,50.12089157,499.6879883,1800.688843,1327.241455,101.0587769,-11.21935654,0.258774638,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832813314,0.001511466,298.2235531,294.1848339,288.1102084,2.08752966,3.193647756,31.60188412,19.19659066,23.0541935,2.828984008,0.07700369,1.253663784,1.575320224,0.048315623,79.29190336,0.537478286,39.57233238,1445.100995,0.008468722
"C06","2013-08-21",2,"elevated","12:37:57",6952.5,0,6,1,31.82866795,0.076821313,1037.300129,1.467954696,1.939634631,25.07404327,6,1.420000017,1,2.840000033,21.15312195,25.07404327,19.96029091,1800.626099,1759.309204,10.66935539,12.4100256,42.79400253,49.77569962,499.7169495,1799.644653,1340.088135,101.0559082,-16.9246788,0.265239596,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832861582,0.001467955,298.2240433,294.3031219,287.9431381,2.123595821,3.193741038,31.60370428,19.19367868,23.11358261,2.839164837,0.074798044,1.254106407,1.58505843,0.04692644,104.8253066,0.589606492,39.53654779,1744.17938,0.007214829
"C06","2013-08-21",2,"elevated","12:40:04",7079.5,0,6,0,11.04074418,0.074767892,154.7791624,1.435684932,1.947415351,25.16471481,6,1.420000017,1,2.840000033,21.06271935,25.16471481,19.75830841,419.1231995,405.1677551,10.80213547,12.50445366,43.56679916,50.43252945,499.6947632,1800.248169,1331.517456,101.0537109,1.695896149,0.248466372,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832824605,0.001435685,298.3147148,294.2127193,288.0397006,2.117296302,3.211036796,31.77554556,19.2710919,23.11371708,2.839187925,0.072849991,1.263621445,1.575566479,0.045699757,15.64100874,0.382012538,39.57022344,399.9195141,0.010924316
"C10","2013-08-21",2,"elevated","10:54:02",371.5,0,10,0,9.826627208,0.068124123,161.5888216,1.446468424,2.150711196,25.84472466,6,1.420000017,1,2.840000033,25.10650444,25.84472466,25.05766869,419.4605103,406.9788208,10.07376289,11.78677654,31.85493088,37.27177048,500.6682434,1799.7323,1675.639893,101.1869659,-0.341706872,-0.156814262,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834447072,0.001446468,298.9947247,298.2565044,287.9571615,2.55242982,3.343379353,33.04160098,21.25482444,25.47561455,3.270964501,0.066528285,1.192668157,2.078296345,0.041720668,16.35068259,0.397044793,35.73907812,402.3077129,0.008729502
"C10","2013-08-21",2,"elevated","10:54:16",385,0,10,0,10.08091944,0.068274202,155.8963393,1.451041642,2.152895202,25.851017,6,1.420000017,1,2.840000033,25.10608482,25.851017,25.05718422,419.5567932,406.7684326,10.05895519,11.77740955,31.8091774,37.24340057,500.6657715,1799.790405,1598.846069,101.1878433,-0.341706872,-0.156814262,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834442952,0.001451042,299.001017,298.2560848,287.9664584,2.549216892,3.344625875,33.05363337,21.27622382,25.47855091,3.271535128,0.066671407,1.191730673,2.079804456,0.041810726,15.77481435,0.383255746,35.70102699,401.9764463,0.00895324
"C10","2013-08-21",2,"elevated","10:54:26",395,0,10,0,10.05207391,0.068531807,157.4319045,1.456613072,2.153257909,25.8494072,6,1.420000017,1,2.840000033,25.10667419,25.8494072,25.05734634,419.5117188,406.7564392,10.04567337,11.77057457,31.76633072,37.22079468,500.7131653,1799.639893,1695.378662,101.1886902,-0.341706872,-0.156814262,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834521942,0.001456613,298.9994072,298.2566742,287.9423764,2.54632924,3.344306932,33.05020478,21.27963021,25.4780407,3.271435971,0.066917037,1.191049023,2.080386948,0.041965288,15.93032821,0.387042194,35.6900951,401.9781647,0.00892485
"C10","2013-08-21",2,"elevated","10:54:33",402,0,10,0,10.04939209,0.068515578,157.4158783,1.457669524,2.155325677,25.85642242,6,1.420000017,1,2.840000033,25.10807037,25.85642242,25.0567379,419.4924927,406.7409058,10.03776169,11.7637949,31.73888969,37.19651794,500.7511292,1799.559814,1628.127563,101.1893997,-0.341706872,-0.156814262,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834585215,0.00145767,299.0064224,298.2580704,287.9295639,2.544834539,3.345697021,33.06371053,21.29991563,25.4822464,3.2722534,0.066901565,1.190371344,2.081882056,0.041955552,15.92881823,0.387017573,35.65450358,401.9639061,0.008913887
"C10","2013-08-21",2,"elevated","10:54:40",409.5,0,10,1,10.11555826,0.068558712,155.9869981,1.458347613,2.155021718,25.85038185,6,1.420000017,1,2.840000033,25.10778999,25.85038185,25.05402756,419.5461731,406.7136841,10.02796268,11.75499439,31.70837021,37.16923904,500.6988831,1799.626831,1619.099609,101.1891861,-0.341706872,-0.156814262,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834498138,0.001458348,299.0003819,298.25779,287.9402865,2.545414052,3.344500033,33.05195112,21.29695673,25.47908592,3.271639107,0.06694269,1.189478315,2.082160792,0.04198143,15.78419738,0.383530243,35.64218341,401.9052321,0.008970786
"C10","2013-08-21",2,"elevated","10:57:51",599,0,10,1,-0.3426666,0.074712755,56.22232297,1.580541346,2.147878666,25.76888084,6,1.420000017,1,2.840000033,25.0790329,25.76888084,25.05296707,50.25185013,50.56669617,9.795202255,11.66706848,31.02356529,36.95217896,500.709198,1800.605225,1188.797729,101.1828995,1.41122663,-0.160601303,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83451533,0.001580541,298.9188808,298.2290329,288.0968295,2.490991712,3.328386484,32.89475298,21.2276845,25.42395687,3.260940016,0.072797645,1.180507817,2.080432199,0.045666799,5.688737654,1.111844895,35.68911607,50.72958346,-0.002410717
"C10","2013-08-21",2,"elevated","10:59:50",718,0,10,1,1.202626545,0.085479826,71.34310239,1.792375145,2.136832356,25.74091148,6,1.420000017,1,2.840000033,25.0838356,25.74091148,25.05739975,98.98646545,97.33631897,9.599003792,11.7216053,30.39382172,37.11472702,500.7154541,1799.820068,444.0352478,101.1840897,1.533869147,-0.164541885,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834525757,0.001792375,298.8909115,298.2338356,287.9712045,2.383497049,3.322872318,32.83986968,21.11826438,25.41237354,3.258695889,0.082982184,1.186039962,2.072655927,0.052082625,7.218786869,0.732954596,36.14956527,96.76464791,0.004492801
"C10","2013-08-21",2,"elevated","11:01:49",837,0,10,1,3.442940338,0.102739008,85.49160807,2.144466821,2.139116318,25.86023712,6,1.420000017,1,2.840000033,25.15201569,25.86023712,25.05416298,149.2322083,144.734375,9.393190384,11.93237305,29.6208744,37.6280365,500.6835327,1799.943237,477.8033752,101.1816177,1.389063239,-0.171524689,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834472555,0.002144467,299.0102371,298.3020157,287.9909115,2.192573158,3.346453127,33.07372625,21.14135321,25.5061264,3.27689815,0.09915211,1.207336808,2.069561342,0.062282647,8.650179207,0.59067936,36.88961385,143.0977661,0.008875662
"C10","2013-08-21",2,"elevated","11:03:48",956,0,10,1,7.295480058,0.122756674,115.7774901,2.50017464,2.101342175,25.7956562,6,1.420000017,1,2.840000033,25.13424873,25.7956562,25.05152321,229.4622498,220.0599518,9.219557762,12.17929077,29.10435295,38.44765854,500.6649475,1800.651855,481.5704956,101.182457,0.954294562,-0.180103943,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834441579,0.002500175,298.9456562,298.2842487,288.1042904,2.014865008,3.333672739,32.94714162,20.76785085,25.46495247,3.268893258,0.117670465,1.232330564,2.036562694,0.073984696,11.71465091,0.526117947,38.18306192,216.59203,0.01286122
"C10","2013-08-21",2,"elevated","11:05:47",1075.5,0,10,1,12.39900521,0.13854151,155.7208553,2.770394468,2.074067652,25.74227524,6,1.420000017,1,2.840000033,25.12999344,25.74227524,25.05533981,328.6004944,312.7033691,9.065834045,12.34488297,28.62605286,38.97989655,500.6685181,1800.483521,1206.321533,101.1814651,0.270639777,-0.183957741,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83444753,0.002770394,298.8922752,298.2799934,288.0773568,1.880353437,3.323140997,32.84337692,20.49849395,25.43613434,3.263300707,0.1320975,1.249073345,2.014227361,0.083116679,15.75606429,0.497982659,39.11449815,306.8094759,0.015807232
"C10","2013-08-21",2,"elevated","11:07:46",1194,0,10,1,16.61234042,0.143654726,196.1037285,2.882383556,2.084468953,25.80998802,6,1.420000017,1,2.840000033,25.16475296,25.80998802,25.05244637,420.3974915,399.1106567,8.962852478,12.37435341,28.24193192,38.9915657,500.6680603,1799.188843,1476.111938,101.1799393,-0.404409051,-0.187113449,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834446767,0.002882384,298.959988,298.314753,287.8702084,1.814764679,3.33650528,32.97595654,20.60160313,25.48737049,3.27324957,0.136738148,1.252036326,2.021213244,0.086056957,19.84176334,0.491351772,39.15366121,391.2139457,0.016626042
"C10","2013-08-21",2,"elevated","11:09:55",1323,0,10,1,24.41607454,0.132311626,296.4865761,2.691214303,2.105500459,25.7550602,6,1.420000017,1,2.840000033,25.13342094,25.7550602,25.04545593,650.2679443,619.0113525,8.87300396,12.05925846,28.01115799,38.06983185,500.6681519,1800.408569,520.6040039,101.1803741,-2.785146236,-0.173051521,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83444692,0.002691214,298.9050602,298.2834209,288.0653647,1.920227024,3.325660742,32.86863455,20.80937609,25.44424057,3.264872986,0.126421811,1.220160283,2.044712703,0.079522496,29.9986227,0.478967914,38.1173914,607.4051201,0.01532218
"C10","2013-08-21",2,"elevated","11:11:55",1443,0,10,1,31.5700615,0.111469362,467.6807752,2.269117794,2.09395608,25.34779358,6,1.420000017,1,2.840000033,24.96813011,25.34779358,25.04885483,1000.535828,960.0906982,8.699875832,11.38827038,27.73609543,36.3069725,500.6578674,1799.71582,1660.444824,101.1789246,-7.564687252,-0.147674248,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834429779,0.002269118,298.4977936,298.1181301,287.9545248,2.173424994,3.24620903,32.08384596,20.69557558,25.15796185,3.209745841,0.107259453,1.152252949,2.057492891,0.067403094,47.31943787,0.487121452,36.5524142,945.083803,0.012210155
"C10","2013-08-21",2,"elevated","11:13:54",1562.5,0,10,1,33.44337777,0.094659352,546.951891,1.98348227,2.143651658,25.34692383,6,1.420000017,1,2.840000033,24.96916771,25.34692383,25.05574989,1200.587524,1157.760498,8.544674873,10.89558792,27.23925781,34.73364639,500.7087097,1799.280029,1664.755859,101.1776047,-10.81615257,-0.133798286,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834514516,0.001983482,298.4969238,298.1191677,287.8847983,2.322021864,3.246041145,32.08260519,21.18701727,25.15804577,3.209761881,0.091606053,1.102389487,2.107372394,0.057520491,55.3392822,0.472422312,34.68767143,1141.863118,0.010159474
"C10","2013-08-21",2,"elevated","11:16:23",1711,0,10,1,35.4737979,0.080384496,695.3015919,1.706238155,2.161884711,25.14549255,6,1.420000017,1,2.840000033,24.87725639,25.14549255,25.05081558,1501.399048,1455.910889,8.30988121,10.33347988,26.63544083,33.12162399,500.674408,1800.006836,1676.381104,101.173912,-16.55626488,-0.11418502,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834457347,0.001706238,298.2954926,298.0272564,288.0010873,2.483749106,3.207363295,31.7014854,21.36800552,25.01137447,3.181834482,0.078171888,1.045478585,2.136355897,0.049051515,70.3463821,0.477571531,33.04427068,1439.048344,0.008145701
"C10","2013-08-21",2,"elevated","11:18:24",1832,0,10,1,36.93933125,0.072255305,871.4044319,1.555225392,2.186313959,25.13508034,6,1.420000017,1,2.840000033,24.8717041,25.13508034,25.05810738,1800.912231,1753.378662,8.228090286,10.07300377,26.38035583,32.2953949,500.6932678,1799.816284,1629.42334,101.1675415,-22.52196312,-0.104936287,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83448878,0.001555225,298.2850803,298.0217041,287.970599,2.562966702,3.205374986,31.68382801,21.61082425,25.00339222,3.180320708,0.070462595,1.019061027,2.161259681,0.044196752,88.15784403,0.496985877,32.06619271,1735.819473,0.006823888
"C11","2013-08-21",2,"ambient","11:30:27",2555.5,0,11,0,16.31122101,0.148446892,205.296991,3.043330131,2.134481873,25.45388412,6,1.420000017,1,2.840000033,24.91366196,25.45388412,25.05732918,420.3345337,399.3323975,7.588652134,11.19466782,24.26351166,35.79317474,500.7068176,1799.372192,1431.02063,101.143013,-0.717000961,-0.167084381,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834511363,0.00304333,298.6038841,298.063662,287.8995443,1.746452817,3.266744305,32.29826963,21.10360182,25.18377304,3.214682578,0.141073001,1.132262432,2.082420146,0.088804743,20.76435623,0.514100514,36.52558574,391.5788242,0.015214737
"C11","2013-08-21",2,"ambient","11:30:35",2563.5,0,11,0,16.26344123,0.147839796,205.107669,3.038562509,2.139428409,25.47394562,6,1.420000017,1,2.840000033,24.92048073,25.47394562,25.06005287,420.2897339,399.346283,7.583715439,11.18425751,24.23791504,35.74541473,500.6876831,1798.514282,1100.590698,101.143219,-0.717000961,-0.167084381,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834479472,0.003038563,298.6239456,298.0704807,287.7622787,1.745465023,3.270640215,32.3367226,21.15246509,25.19721317,3.21725581,0.14052461,1.131211806,2.086044004,0.08845706,20.74524989,0.513608559,36.4404492,391.6154219,0.015133395
"C11","2013-08-21",2,"ambient","11:30:35",2564,0,11,0,16.2790289,0.147805879,204.8937383,3.038228675,2.139660507,25.47507858,6,1.420000017,1,2.840000033,24.92095184,25.47507858,25.06027603,420.3076172,399.3464661,7.584118843,11.18412495,24.238554,35.74403381,500.7072754,1798.406128,1073.486206,101.1433487,-0.717000961,-0.167084381,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834512126,0.003038229,298.6250786,298.0709518,287.744974,1.74534147,3.270860356,32.33885765,21.15473271,25.19801521,3.217409424,0.140493966,1.131199849,2.086209575,0.088437632,20.72363881,0.513072622,36.43704552,391.6081954,0.015146765
"C11","2013-08-21",2,"ambient","11:30:43",2571,0,11,0,16.24275832,0.147480207,204.9946997,3.035968364,2.142526316,25.4875412,6,1.420000017,1,2.840000033,24.92693901,25.4875412,25.06019592,420.3614807,399.4431763,7.582210541,11.17978573,24.22370529,35.71726608,500.6750488,1800.050781,1014.776306,101.1429443,-0.717000961,-0.167084381,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834458415,0.003035968,298.6375412,298.076939,288.0081186,1.748722966,3.273282762,32.36293726,21.18315153,25.2072401,3.219176726,0.140199686,1.130756446,2.088420281,0.088251067,20.7337675,0.513201156,36.39143877,391.7221469,0.01508971
"C11","2013-08-21",2,"ambient","11:30:49",2577,0,11,1,16.29441402,0.147250223,204.1052698,3.036206264,2.145838416,25.50263023,6,1.420000017,1,2.840000033,24.92943573,25.50263023,25.0583477,420.3951111,399.415741,7.578381062,11.1761055,24.20776176,35.70003891,500.6953735,1799.754517,878.99823,101.1425095,-0.717000961,-0.167084381,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834492289,0.003036206,298.6526302,298.0794357,287.9607162,1.746288489,3.276217773,32.39209498,21.21598948,25.21603298,3.220862052,0.139991832,1.130379356,2.090482696,0.088119296,20.64371919,0.511009579,36.34445001,391.6701569,0.015120159
"C11","2013-08-21",2,"ambient","11:32:56",2704,0,11,1,-0.246027007,0.139857968,51.6548208,2.893353708,2.148163045,25.37825966,6,1.420000017,1,2.840000033,24.82587242,25.37825966,25.053442,50.3634491,50.48323441,7.485389709,10.91470623,24.05874062,35.08088684,500.7015686,1800.079346,1398.10144,101.1416626,1.10418129,-0.165385887,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834502614,0.002893354,298.5282597,297.9758724,288.0126889,1.824701859,3.25209458,32.15385724,21.23915101,25.10206604,3.199077718,0.133293813,1.103931535,2.095146183,0.08387452,5.224454457,1.023207435,35.65997353,50.60018386,-0.001733851
"C11","2013-08-21",2,"ambient","11:34:55",2823,0,11,1,2.101705801,0.141577104,68.59767779,2.978981504,2.185345496,25.63012695,6,1.420000017,1,2.840000033,24.94116783,25.63012695,25.06058884,99.11914825,96.25692749,7.501804352,11.03230476,23.94486427,35.21379852,500.6853638,1799.227539,1392.09082,101.1360703,1.170793533,-0.167028114,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834475606,0.002978982,298.780127,298.0911678,287.8763998,1.759108722,3.301109445,32.64027797,21.6079732,25.28564739,3.234232246,0.134854462,1.11576395,2.118468296,0.0848633,6.93769956,0.712651853,35.53545321,95.25787721,0.007840304
"C11","2013-08-21",2,"ambient","11:36:54",2942,0,11,1,4.636809475,0.152130874,88.38785057,3.231124009,2.212614447,25.91779709,6,1.420000017,1,2.840000033,25.04968452,25.91779709,25.05655479,149.6248016,143.5121613,7.496099949,11.324543,23.7712307,35.91178513,500.6525574,1799.302246,1355.97522,101.1312943,1.212633133,-0.172274277,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834420929,0.003231124,299.0677971,298.1996845,287.8883529,1.602475713,3.357880137,33.20317575,21.87863275,25.48374081,3.272543899,0.144395985,1.14526569,2.127278209,0.090911945,8.938777725,0.615891014,36.03290318,141.3080441,0.011823652
"C11","2013-08-21",2,"ambient","11:38:53",3061,0,11,1,8.449241811,0.162001679,124.0014014,3.454373641,2.227537987,26.14489365,6,1.420000017,1,2.840000033,25.13594055,26.14489365,25.05638504,228.6640472,217.6381989,7.536247253,11.62757969,23.77295303,36.6789856,500.6986389,1799.566528,1340.42749,101.1181488,0.953783035,-0.178317711,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834497732,0.003454374,299.2948936,298.2859406,287.9306381,1.466686548,3.40329732,33.65664186,22.02906217,25.6404171,3.303125616,0.153259331,1.175759333,2.127366283,0.09653595,12.53879215,0.569759362,36.64527448,213.621834,0.014494061
"C11","2013-08-21",2,"ambient","11:40:52",3180,0,11,1,13.62639992,0.166652128,166.8861325,3.502531367,2.198769704,26.11315536,6,1.420000017,1,2.840000033,25.12745285,26.11315536,25.05415535,330.3962708,312.7539673,7.701476097,11.84909439,24.30624008,37.39632797,500.6771545,1800.952759,1436.299561,101.1172791,0.26320076,-0.182149574,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834461924,0.003502531,299.2631554,298.2774529,288.152435,1.447440365,3.396917888,33.59384192,21.74474753,25.62030411,3.299185837,0.157414967,1.198148184,2.101037653,0.099174552,16.87507163,0.533601968,37.43787463,306.2766294,0.016656297
"C11","2013-08-21",2,"ambient","11:43:01",3309,0,11,1,17.24950272,0.163068118,209.0582122,3.398486134,2.177889067,26.01774406,6,1.420000017,1,2.840000033,25.08146286,26.01774406,25.05132866,419.5253601,397.2343445,7.842143059,11.86680698,24.81757164,37.55418777,500.6366272,1801.004395,1070.854736,101.1151428,-0.242902756,-0.180500671,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834394379,0.003398486,299.1677441,298.2314629,288.1606967,1.508820673,3.37780295,33.40551035,21.53870336,25.54960346,3.285369391,0.154213436,1.199913883,2.085455508,0.097141656,21.13895099,0.526284333,37.61239219,389.034757,0.016677046
"C11","2013-08-21",2,"ambient","11:45:16",3444,0,11,1,24.90029678,0.146990695,319.7675818,3.079901057,2.178650835,25.83718109,6,1.420000017,1,2.840000033,25.00857735,25.83718109,25.04958725,651.3827515,619.2580566,7.855910778,11.50423527,24.96898842,36.56471252,500.6905212,1800.267212,389.0090027,101.1136017,-3.001264572,-0.16680114,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834484202,0.003079901,298.9871811,298.1585773,288.0427475,1.688831174,3.341885498,33.0508007,21.54656544,25.42287922,3.260731178,0.139757239,1.163234663,2.097496515,0.087970577,32.33285189,0.516372098,36.60355046,607.4216481,0.015005051
"C11","2013-08-21",2,"ambient","11:47:31",3579,0,11,1,31.15357455,0.127268119,525.3888061,2.752373419,2.23365143,25.98123932,6,1.420000017,1,2.840000033,25.05928421,25.98123932,25.05543518,999.2351685,958.7387695,7.982882977,11.24420738,25.29421997,35.62791443,500.6723938,1799.615479,1274.782837,101.1065445,-7.545759201,-0.146993324,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83445399,0.002752373,299.1312393,298.2092842,287.9384701,1.845364327,3.370514384,33.33626326,22.09205588,25.52026176,3.279650244,0.121809504,1.136862954,2.14278729,0.07660324,53.1202467,0.547999959,35.12597959,943.9298522,0.011593021
"C11","2013-08-21",2,"ambient","11:49:30",3698.5,0,11,1,33.11245404,0.115412306,649.1556411,2.563428073,2.284441564,26.19482231,6,1.420000017,1,2.840000033,25.11863327,26.19482231,25.05325127,1200.632202,1157.395386,8.127943039,11.1656065,25.66287231,35.25388336,500.6754456,1798.978027,1280.032593,101.1062546,-10.65135002,-0.140157387,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834459076,0.002563428,299.3448223,298.2686333,287.8364779,1.921028751,3.413354217,33.76006985,22.59446336,25.65672779,3.306323609,0.110905321,1.128912653,2.177410956,0.069707134,65.63369551,0.5608763,34.20912223,1141.655311,0.009921979
"C11","2013-08-21",2,"ambient","11:51:32",3820,0,11,1,34.97884053,0.104752525,860.779083,2.375146219,2.323222669,26.3715229,6,1.420000017,1,2.840000033,25.16886711,26.3715229,25.05111122,1501.321045,1455.260498,8.321587563,11.13624573,26.19551659,35.05577469,500.6709595,1799.963989,1334.938232,101.1051941,-16.06248283,-0.13377063,1,-0.219565243,2.737391472,1,0,0.159999996,111125,0.834451599,0.002375146,299.5215229,298.3188671,287.9942318,2.003234721,3.449154955,34.11451791,22.97827218,25.77019501,3.328645768,0.101026205,1.125932286,2.202713482,0.063465915,87.02923625,0.591494845,33.53597902,1438.633232,0.008153917
"C11","2013-08-21",2,"ambient","11:53:34",3942,0,11,1,36.01317536,0.095806333,1079.876395,2.201071861,2.346653745,26.42526817,6,1.420000017,1,2.840000033,25.17865181,26.42526817,25.05223465,1800.017456,1752.237793,8.405094147,11.01377869,26.44072151,34.6471138,500.6729736,1799.430054,1071.884766,101.0965652,-21.69309807,-0.123365089,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834454956,0.002201072,299.5752682,298.3286518,287.9088022,2.086809469,3.460108941,34.22578139,23.2120027,25.80195999,3.334918361,0.092679814,1.113455196,2.221463165,0.058197896,109.1717944,0.616284159,32.87463936,1735.118854,0.00682328
"C12","2013-08-21",2,"elevated","12:12:49",5097.5,0,12,0,11.85478883,0.082068622,156.0012382,2.141569469,2.646954709,27.99332237,6,1.420000017,1,2.840000033,25.60255432,27.99332237,25.04454041,420.0813904,404.8371582,8.807105064,11.3441906,27.00533295,34.78482819,500.7182617,1799.367065,510.7183838,101.0568314,-1.137220383,-0.071936294,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834530436,0.002141569,301.1433224,298.7525543,287.898724,1.954464778,3.793362665,37.53692466,26.19273406,26.79793835,3.5369031,0.079763659,1.146407956,2.390495144,0.050054373,15.76499082,0.385343181,30.48214913,399.2019594,0.009052046
"C12","2013-08-21",2,"elevated","12:12:56",5105.5,0,12,0,11.74848241,0.081526533,156.5776458,2.127752371,2.646901466,27.9836235,6,1.420000017,1,2.840000033,25.59332466,27.9836235,25.04058838,419.9369202,404.8247375,8.802499771,11.32361412,27.00572586,34.74040604,500.6496887,1799.181885,447.9198303,101.0557938,-1.137220383,-0.071936294,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834416148,0.002127752,301.1336235,298.7433247,287.8690951,1.961426178,3.791218279,37.51609025,26.19247613,26.78847408,3.534934588,0.079251498,1.144316813,2.390617775,0.04973168,15.82307828,0.386778848,30.43279807,399.2400717,0.008955494
"C12","2013-08-21",2,"elevated","12:13:04",5112.5,0,12,0,11.76258119,0.081089633,155.1136212,2.115086205,2.645009194,27.96595764,6,1.420000017,1,2.840000033,25.58188629,27.96595764,25.03960228,419.9718018,404.8484802,8.797486305,11.30369759,27.00871658,34.70291138,500.638855,1799.250854,463.1980286,101.055954,-1.137220383,-0.071936294,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834398092,0.002115086,301.1159576,298.7318863,287.8801303,1.969096975,3.787315137,37.4774072,26.17370961,26.77392197,3.531909699,0.078838579,1.142305943,2.389603756,0.049471529,15.67515497,0.383139937,30.40257016,399.2571125,0.008956953
"C12","2013-08-21",2,"elevated","12:13:11",5120.5,0,12,0,11.6180885,0.080323154,155.8789815,2.096950148,2.646708155,27.96141624,6,1.420000017,1,2.840000033,25.57344246,27.96141624,25.04244804,419.8474426,404.9061279,8.792201996,11.27696037,27.00603294,34.63819122,500.6449585,1799.506104,491.9257202,101.0559692,-1.137220383,-0.071936294,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834408264,0.00209695,301.1114162,298.7234425,287.9209701,1.978514019,3.786312316,37.46747811,26.19051774,26.76742935,3.530560835,0.078113875,1.139604161,2.390956674,0.049014968,15.75250156,0.384975605,30.32244679,399.3834451,0.008820818
