Room,Prov,Pot,W_treatment,Code,Unit,Obs,HHMMSS,FTime,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
2,B,23,w,B-23,ROS1,45,17:15:17,7575,17.15678463,0.399258569,318.9107867,4.084954706,1.1435279,23.57571411,6,1.420000017,1,2.840000033,22.2205925,23.57571411,21.50354004,425.1245422,402.5578308,12.88332462,17.69962883,48.06609344,66.03512573,499.883606,1499.963623,145.0600586,100.3387909,3.209519148,0.388664007,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833139343,0.004084955,296.7257141,295.3705925,239.9941743,0.53053981,2.919487256,29.09629695,11.39666812,22.89815331,2.802386722,0.350047491,1.775959356,1.026427366,0.222725957,31.99912274,0.792211112,64.83624223,394.4023171,0.028204232
2,B,23,w,B-23,ROS1,46,17:16:47,7664.5,15.76356797,0.352634385,318.4597221,3.754452483,1.173128241,23.50379753,6,1.420000017,1,2.840000033,22.30579185,23.50379753,21.49538994,425.1407471,404.3992004,12.85116005,17.27935982,47.69645309,64.13150024,499.9202576,999.2819214,153.4374542,100.3353271,3.257828474,0.385810614,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833200429,0.003754452,296.6537975,295.4557919,159.8851038,-0.226527684,2.906858462,28.97143553,11.69207571,22.90479469,2.803514283,0.313685043,1.73373022,1.069784062,0.199216216,31.9527604,0.787488506,63.2504573,396.9059552,0.025120633
2,B,23,w,B-23,ROS1,47,17:18:17,7755,12.82168064,0.313057375,329.4842535,3.314773297,1.15287374,23.06558228,6,1.420000017,1,2.840000033,22.27946091,23.06558228,21.49692154,425.0568542,408.0364685,12.81244755,16.72624397,47.62411499,62.171772,499.6677246,499.6720581,154.5557861,100.3249817,3.143753767,0.385490179,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832779541,0.003314773,296.2155823,295.4294609,79.94752751,-0.890905349,2.83093386,28.21763645,11.49139248,22.67252159,2.764314388,0.281974871,1.67806012,1.086254267,0.178786017,33.0555017,0.807487269,62.47598867,401.9416556,0.019929439
2,B,23,w,B-23,ROS1,48,17:19:54,7851.5,4.349698318,0.279477279,383.917647,2.905105877,1.120533898,22.5850296,6,1.420000017,1,2.840000033,22.21323395,22.5850296,21.49468994,424.83078,418.1496887,12.80647182,16.23790741,47.79630661,60.60310745,499.7208252,99.92614746,154.2912903,100.3294067,2.961075544,0.381257772,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832868042,0.002905106,295.7350296,295.3632339,15.98818324,-1.381885755,2.749673515,27.40645643,11.16854902,22.39913177,2.718790511,0.254438613,1.629139617,1.089650894,0.16109888,38.51822976,0.91813448,62.07177034,416.0820505,0.006488948
2,B,19,d,B-19,ROS1,49,17:27:26,8304.5,15.82311403,0.232843721,277.1119663,2.906519022,1.324589354,23.54214478,6,1.420000017,1,2.840000033,22.69927406,23.54214478,22.08889198,421.1018677,400.7185669,12.40633869,15.83857059,44.95297241,57.38927841,500.0508118,1498.15564,422.7933655,100.3245239,3.287155867,0.36730361,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83341802,0.002906519,296.6921448,295.8492741,239.704897,1.211766888,2.913586408,29.04161709,13.20304649,23.12070942,2.840388707,0.215200065,1.588997055,1.251391653,0.135981231,27.80112609,0.691537626,57.01787888,393.1970163,0.02294525
2,B,19,d,B-19,ROS1,50,17:29:01,8398.5,16.0679722,0.243996211,278.9003185,3.062005696,1.33628196,23.67635536,6,1.420000017,1,2.840000033,22.76034355,23.67635536,22.08608437,420.0792542,399.3267822,12.34110832,15.95751095,44.55210876,57.60752869,499.9128723,1500.754883,393.5264282,100.3263474,3.320481062,0.374802351,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833188121,0.003062006,296.8263554,295.9103436,240.1207759,1.12525352,2.937240747,29.2768632,13.31935225,23.21834946,2.857202739,0.224691988,1.600958786,1.256243953,0.142048012,27.98105023,0.698426279,57.1354402,391.6888378,0.023438265
2,B,19,d,B-19,ROS1,51,17:30:30,8487.5,15.08870588,0.229828046,281.0495163,2.823325763,1.302768047,23.2909317,6,1.420000017,1,2.840000033,22.70772171,23.2909317,22.08554268,420.0011597,400.5341492,12.28292274,15.61860752,44.48471069,56.56546402,499.9086304,1000.236084,247.4120636,100.3284073,3.424240828,0.374955893,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833181051,0.002823326,296.4409317,295.8577217,160.0377699,0.344379982,2.869758064,28.60364419,12.98503666,22.99932671,2.819606817,0.212621568,1.566990017,1.2526168,0.134334197,28.19725034,0.701686777,57.05262749,393.361701,0.021884447
2,B,19,d,B-19,ROS1,52,17:31:59,8577,12.76312864,0.213711929,294.6321921,2.526069301,1.247748996,22.74075317,6,1.420000017,1,2.840000033,22.60245895,22.74075317,22.08337212,419.9230347,403.3684998,12.24249935,15.23051262,44.6217804,55.51256943,499.5150452,501.2947693,205.3073425,100.3269272,3.237931013,0.373917341,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832525075,0.002526069,295.8907532,295.752459,80.20716129,-0.389004612,2.775779527,27.6673432,12.43683058,22.67160606,2.764160831,0.198755447,1.528030531,1.236130301,0.12548456,29.55954249,0.730429353,57.27824958,397.3015197,0.018400374
2,B,19,d,B-19,ROS1,53,17:33:29,8666.5,4.839481105,0.193384718,363.0310151,2.279129875,1.236294502,22.48071289,6,1.420000017,1,2.840000033,22.54031563,22.48071289,22.09273529,420.0899048,413.1506042,12.21649456,14.91143513,44.69512939,54.55481339,499.8577271,100.4861755,197.3206787,100.3264542,3.111893415,0.366005659,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833096212,0.00227913,295.6307129,295.6903156,16.07778773,-0.995793981,2.732305915,27.23415212,12.322717,22.51051426,2.737257697,0.181056032,1.496011413,1.241246284,0.114206652,36.42161449,0.8786893,56.72539994,410.8501467,0.006681791
2,B,23,w,B-23,UWS2,1,16:56:25,3562.5,17.84217018,0.365918496,306.8846076,3.991822906,1.206254357,24.47074699,6,1.420000017,1,2.840000033,19.91454697,24.47074699,18.13681221,423.6801147,400.3607483,13.96532345,18.66428375,60.08617401,80.30357361,500.1938477,1501.640259,1.464929581,100.4306183,-7.768293858,0.606356263,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833656413,0.003991823,297.620747,293.064547,240.262436,0.161712287,3.080719914,30.67510653,12.01082277,22.19264698,2.684843632,0.324153135,1.874465557,0.810378075,0.205975227,30.82061088,0.766520217,64.43680066,391.8794351,0.02933791
2,B,23,w,B-23,UWS2,2,16:58:09,3666.5,17.76366732,0.3651478,307.9895519,3.879804119,1.175174662,24.12283516,6,1.420000017,1,2.840000033,19.79709053,24.12283516,18.14687347,424.2600708,401.0861206,13.77225018,18.34069061,59.68862915,79.48815155,500.211731,1499.933594,1.527422905,100.4308014,-7.786238194,0.547705293,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833686218,0.003879804,297.2728352,292.9470905,239.9893696,0.248840083,3.017144919,30.04202771,11.7013371,21.95996284,2.647034558,0.323548185,1.841970256,0.805064301,0.205584426,30.93163752,0.76788883,64.6318887,392.6421239,0.029240351
2,B,23,w,B-23,UWS2,3,16:59:47,3764.5,15.59264078,0.369339914,322.5160494,3.500941505,1.050909174,23.14201164,6,1.420000017,1,2.840000033,19.78463936,23.14201164,18.16266251,424.1035461,403.7062683,13.73092937,17.85504341,59.55366516,77.44073486,500.2430115,998.5299072,1.728729486,100.4276733,-7.581923008,0.55076468,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833738352,0.003500942,296.2920116,292.9346394,159.7647816,-0.375594332,2.844049641,28.31938196,10.46433855,21.4633255,2.56789097,0.326835233,1.793140467,0.774750503,0.207708169,32.38953646,0.798887891,66.52852588,396.2942737,0.026176392
2,B,23,w,B-23,UWS2,4,17:01:31,3868,12.44230297,0.360206281,340.3597778,3.197384322,0.981932662,22.55034447,6,1.420000017,1,2.840000033,19.85401917,22.55034447,18.16078949,424.0029602,407.5169373,13.77772331,17.54536247,59.49722672,75.76726532,500.252533,499.195343,1.739882946,100.4228592,-7.584822178,0.550356507,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833754222,0.003197384,295.7003445,293.0040192,79.8712531,-1.078889651,2.743888127,27.32334201,9.777979539,21.20218182,2.527112604,0.319662468,1.761955465,0.765157139,0.203074813,34.17990204,0.835204004,67.51299005,401.6024623,0.020916632
2,B,23,w,B-23,UWS2,5,17:03:07,3964.5,3.703770191,0.363200899,393.8871383,2.884359437,0.880092107,21.71443558,6,1.420000017,1,2.840000033,19.81515312,21.71443558,18.13865852,423.598999,417.7108154,13.80217075,17.20262718,59.74714661,74.46712494,500.1812439,100.1696625,1.367747664,100.4237671,-7.918989658,0.557312608,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833635406,0.002884359,294.8644356,292.9651531,16.02714564,-1.570212204,2.607644733,25.96641023,8.763783046,20.76479435,2.460082616,0.322018689,1.727552625,0.732529991,0.204596472,39.55563024,0.942966099,69.41626297,415.9502205,0.006181073
2,B,27,w,B-27,UWS2,6,17:12:01,4498.5,12.93816243,0.226913748,303.6744084,2.78050352,1.29826354,23.7810936,6,1.420000017,1,2.840000033,19.73765755,23.7810936,18.16331291,425.485199,408.6045227,13.22673416,16.50661659,57.52851105,71.79406738,500.250885,1499.452148,536.1742554,100.4175262,-7.167677402,0.539919496,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833751475,0.002780504,296.9310936,292.8876575,239.9123384,0.861519695,2.955817144,29.43527146,12.92865487,21.75937557,2.61481583,0.210124932,1.657553605,0.957262225,0.132739867,30.49423288,0.743198843,58.37113257,402.4543399,0.018765239
2,B,27,w,B-27,UWS2,7,17:13:35,4592,12.29504263,0.230613291,311.233352,2.598204428,1.195888947,23.0725174,6,1.420000017,1,2.840000033,19.7446003,23.0725174,18.14529991,425.4372559,409.4146423,13.23034382,16.29586411,57.51389694,70.84008026,500.2474365,1000.091492,503.3355408,100.4078598,-7.139936924,0.552099824,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833745728,0.002598204,296.2225174,292.8946003,160.0146351,0.104310693,2.832121785,28.2061762,11.91031209,21.40855885,2.559291574,0.213293464,1.636232838,0.923058736,0.134763334,31.25027478,0.760191063,60.05662379,403.5701679,0.018296663
2,B,27,w,B-27,UWS2,8,17:15:09,4686.5,10.55821583,0.225097124,325.0258937,2.265021362,1.067314191,22.05696297,6,1.420000017,1,2.840000033,19.68357468,22.05696297,18.1517086,425.280365,411.4987183,13.21574688,15.88928986,57.66899872,69.3354187,500.242218,500.1065063,621.3873291,100.4088287,-7.035322666,0.55096209,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83373703,0.002265021,295.206963,292.8335747,80.01703923,-0.545546174,2.662739174,26.51897456,10.6296847,20.87026882,2.476102525,0.208566257,1.595424984,0.880677541,0.131744717,32.6354693,0.789858824,62.0557801,406.4798481,0.016118839
2,B,27,w,B-27,UWS2,9,17:16:43,4780.5,5.048281404,0.214625323,371.9292359,1.950287851,0.96150411,21.11489105,6,1.420000017,1,2.840000033,19.57854462,21.11489105,18.14253044,425.146637,418.1135864,13.15463638,15.45768642,57.77857208,67.89416504,500.2429504,100.183754,437.5327759,100.4099045,-7.095228672,0.549608827,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833738251,0.001950288,294.2648911,292.7285446,16.02940028,-1.032724929,2.513608927,25.03347594,9.575789511,20.34671783,2.397472933,0.199545232,1.552104817,0.845368116,0.125988279,37.34537905,0.889541139,63.70083821,415.7138752,0.007735603
3,B,41,w,B-41,UWS3,5,12:55:27,3374.5,16.43437767,0.362162097,312.7248239,5.013910927,1.516172261,29.17352486,6,1.420000017,1,2.840000033,27.94137764,29.17352486,27.11331367,424.1500854,402.0390625,19.49528122,25.35171318,51.77249527,67.32508087,500.6597595,1499.964233,0.107657723,100.4334793,4.619890213,0.51398623,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834432933,0.005013911,302.3235249,301.0913776,239.994272,0.050635682,4.062333022,40.44799652,15.09628334,28.55745125,3.919924702,0.32120184,2.546160761,1.373763941,0.204068905,31.40804213,0.777846864,65.77238777,394.2269464,0.027418934
3,B,41,w,B-41,UWS3,6,12:57:00,3467,14.39974971,0.332628902,319.1367564,4.351260455,1.4210957,28.47903442,6,1.420000017,1,2.840000033,27.78860855,28.47903442,27.11957359,423.0329285,403.6711731,19.61657143,24.70234489,52.56270599,66.19006348,500.6641541,1000.546387,0.311012834,100.4365692,4.374834061,0.504638314,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834440257,0.00435126,301.6290344,300.9386086,160.0874183,-0.470913096,3.902114473,38.85153091,14.14918601,28.13382149,3.82454543,0.297754989,2.481018773,1.343526657,0.188944493,32.05300093,0.790585946,66.32970193,396.8262217,0.024069254
3,B,41,w,B-41,UWS3,7,12:58:30,3557.5,13.43053147,0.296545709,322.2796587,3.705136359,1.342716116,28.00850677,6,1.420000017,1,2.840000033,27.72917557,28.00850677,27.12183189,427.1004639,409.1873779,20.1027317,24.43472481,54.04971695,65.69703674,500.6382446,500.1792603,0.138759136,100.4310837,4.054246902,0.493726373,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834397074,0.003705136,301.1585068,300.8791756,80.02867985,-1.022332723,3.796722008,37.80425211,13.36952731,27.86884117,3.765920519,0.268508701,2.454005892,1.311914627,0.170130158,32.36689537,0.787608993,66.94996673,402.8031465,0.022322905
3,B,41,w,B-41,UWS3,8,13:00:32,3679.5,5.126290724,0.288059946,380.2150345,3.342913599,1.243257437,27.95045662,6,1.420000017,1,2.840000033,27.82389069,27.95045662,27.12873459,427.04953,419.2279663,21.39379311,25.29795837,57.20222855,67.64109802,500.7489929,100.8980484,0.059808999,100.4284897,3.863695145,0.495549798,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834581655,0.003342914,301.1004566,300.9738907,16.14368738,-1.566543858,3.783893189,37.67748774,12.37952937,27.88717365,3.769951045,0.261532791,2.540635752,1.229315293,0.165650846,38.18442167,0.906941008,69.19931748,416.7911732,0.008511116
3,B,34,d,B-34,UWS3,9,14:02:01,7368.5,16.62452272,0.229476236,269.5920566,4.007273566,1.836462814,28.57767105,6,1.420000017,1,2.840000033,28.17867661,28.57767105,28.09674263,425.4854431,403.5794067,16.10428429,20.81633377,42.1276474,54.4540329,499.6369629,1499.265381,0.386375964,100.3090057,8.916154861,0.315477014,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832728271,0.004007274,301.7276711,301.3286766,239.8824556,0.689043804,3.924528557,39.12438897,18.30805519,28.37817383,3.879310558,0.212320429,2.088065744,1.791244814,0.134141871,27.04251115,0.66800251,55.36621613,395.6769048,0.023262336
3,B,34,d,B-34,UWS3,10,14:03:30,7457,16.23360035,0.227039506,272.5342431,3.803604529,1.760376966,28.42060661,6,1.420000017,1,2.840000033,28.30151176,28.42060661,28.11404037,425.8043213,404.4616699,16.74885368,21.21972656,43.50138855,55.1134758,499.6196289,998.9248047,0.330147386,100.3082275,9.50639534,0.311004281,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832699382,0.003803605,301.5706066,301.4515118,159.8279652,-0.109869924,3.888890126,38.76940328,17.54967672,28.36105919,3.875452609,0.210232765,2.12851316,1.746939449,0.13280872,27.33742687,0.673819705,56.78795628,396.7449938,0.023235907
3,B,34,d,B-34,UWS3,11,14:05:17,7564.5,14.33969637,0.243278848,296.2253987,3.762650581,1.634165805,28.00704193,6,1.420000017,1,2.840000033,28.31445313,28.00704193,28.07238197,425.8461914,406.7888184,17.13644791,21.55731201,44.4716301,55.94442749,499.6585999,501.4720764,0.251196265,100.3015594,9.500841141,0.334495187,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832764333,0.003762651,301.1570419,301.4644531,80.23553043,-0.968328789,3.796397818,37.84983841,16.2925264,28.16074753,3.830546937,0.224083504,2.162232012,1.668314925,0.141658922,29.71186944,0.728204379,59.13744582,399.9724135,0.021201788
3,B,34,d,B-34,UWS3,12,14:06:46,7653,4.392355005,0.233744018,376.6950217,3.387757643,1.527879111,27.36207962,6,1.420000017,1,2.840000033,28.21609116,27.36207962,28.08460999,425.7312622,418.7529602,17.23668861,21.21865654,44.98512268,55.37745285,499.6334534,100.8053818,0.145933494,100.2940292,9.721086502,0.337728143,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832722422,0.003387758,300.5120796,301.3660912,16.12886072,-1.455333847,3.65598367,36.45265524,15.2339987,27.78908539,3.748429372,0.215968866,2.128104559,1.620324812,0.136472393,37.78026152,0.899563842,60.2403401,416.665045,0.006350352
3,B,42,d,B-42,UWS3,13,14:17:02,8269,18.06602066,0.249141731,263.7929461,3.365030931,1.42236632,29.67716217,6,1.420000017,1,2.840000033,28.33394051,29.67716217,28.08197594,419.4918823,396.1957092,23.58826256,27.5180645,61.13708496,71.32250977,499.6330872,1500.312744,0.386371136,100.2873993,10.04097176,0.435136437,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832721812,0.003365031,302.8271622,301.4839405,240.0500337,0.890880154,4.182081442,41.70096614,14.18290164,29.00555134,4.02306487,0.229048253,2.759715122,1.263349748,0.144834302,26.45510851,0.665814747,67.61108003,387.6079882,0.031512848
3,B,42,d,B-42,UWS3,14,14:18:31,8358,17.3581592,0.276272752,281.3240987,3.318038861,1.277410397,28.84760857,6,1.420000017,1,2.840000033,28.25848389,28.84760857,28.07501793,419.7177734,397.2884521,23.13746262,27.01460075,60.22824097,70.32067108,499.6061401,1001.511902,0.473687977,100.2803497,10.19371223,0.432241082,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8326769,0.003318039,301.9976086,301.4084839,160.2419007,0.081839181,3.986444009,39.75299268,12.73839193,28.55304623,3.918922346,0.251779828,2.709033611,1.209888735,0.159393728,28.211279,0.708110435,69.78840978,389.0372146,0.031138366
3,B,42,d,B-42,UWS3,15,14:20:00,8447,14.63162495,0.268563861,299.948515,2.920215343,1.155625061,27.8304615,6,1.420000017,1,2.840000033,28.144907,27.8304615,28.08466721,419.7414856,400.7651978,22.53092194,25.94676781,59.03656006,67.98691559,499.6323547,500.8079224,0.348090768,100.2772141,10.14009285,0.41056025,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832720591,0.002920215,300.9804615,301.294907,80.12926579,-0.530485772,3.75749465,37.47107143,11.52430362,27.98768425,3.792115967,0.245361331,2.601869589,1.190246378,0.155279285,30.07800144,0.748439527,70.98175147,393.810024,0.026372573
3,B,42,d,B-42,UWS3,16,14:21:29,8536.5,5.11819295,0.245678975,369.7175105,2.472543382,1.063345595,26.952528,6,1.420000017,1,2.840000033,28.02772522,26.952528,28.08648682,419.6524353,412.2815247,22.09274292,24.98793983,58.28790665,65.92638397,499.6053162,99.94496155,0.101676278,100.2822571,9.52781868,0.401990533,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832675527,0.002472543,300.102528,301.1777252,15.99119349,-0.950648638,3.569192601,35.59146658,10.60352674,27.49012661,3.683494316,0.226118237,2.505847006,1.17764731,0.142960112,37.07610644,0.896759831,71.72321407,409.8485809,0.008956802
3,B,37,d,B-37,UWS3,17,14:38:53,9580,14.74845998,0.215018424,273.3352155,3.879350872,1.885042953,29.17016792,6,1.420000017,1,2.840000033,28.32167053,29.17016792,28.0826149,420.1303406,400.5535278,17.15408134,21.71148872,44.47430801,56.29001236,499.6425476,1500.617798,0.421062201,100.2465591,10.04881477,0.397819161,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832737579,0.003879351,302.3201679,301.4716705,240.0988423,0.694493748,4.061544991,40.51555511,18.80406639,28.74591923,3.963020291,0.199884989,2.176502038,1.786518253,0.126204987,27.40091485,0.682393729,55.46908755,393.5428163,0.020787665
3,B,37,d,B-37,UWS3,18,14:40:22,9669,14.22962562,0.21070014,276.9785843,3.487713615,1.728132312,28.55173874,6,1.420000017,1,2.840000033,28.27212143,28.55173874,28.08680344,420.2242432,401.4535828,17.75451279,21.85157204,46.16276932,56.81536484,499.602478,1000.534912,0.428236365,100.2441635,10.05623055,0.425349832,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832670797,0.003487714,301.7017387,301.4221214,160.0855824,0.03505023,3.918624873,39.09080325,17.23923121,28.41193008,3.886929648,0.196147891,2.19049256,1.696437088,0.123821766,27.7654865,0.689939251,57.65507203,394.6895002,0.020786215
3,B,37,d,B-37,UWS3,19,14:41:51,9758,12.47307188,0.190255144,283.7710044,2.91008179,1.587612881,27.84279251,6,1.420000017,1,2.840000033,28.18778992,27.84279251,28.08407021,419.9661865,403.5766907,18.25387001,21.6728878,47.69477463,56.62818527,499.6192627,501.1927795,0.245216981,100.2444687,9.619005203,0.42202723,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832698771,0.002910082,300.9927925,301.3377899,80.19084293,-0.520220385,3.760200003,37.5102991,15.83741129,28.01529121,3.798223811,0.178309938,2.172587123,1.625636689,0.112458693,28.44647357,0.703140223,59.22271923,397.6475897,0.01857648
3,B,37,d,B-37,UWS3,20,14:43:22,9849.5,4.527529929,0.155408525,355.1418707,2.241779715,1.48127762,27.18344116,6,1.420000017,1,2.840000033,28.07304192,27.18344116,28.08801842,419.7709656,413.221283,18.68086243,21.31567764,49.13421249,56.06427765,499.6163635,100.4734955,0.160287723,100.2372818,9.448778152,0.412736535,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832693939,0.00224178,300.3334412,301.2230419,16.07575892,-0.854643823,3.617903207,36.09338902,14.77771138,27.62824154,3.713370398,0.147345581,2.136625587,1.576744812,0.092782971,35.59845577,0.859447191,60.03402293,411.0691121,0.006612169
3,B,45,d,B-45,UWS3,21,14:53:14,10441,14.29816073,0.19895697,272.3962369,2.574380982,1.347209259,27.12072182,6,1.420000017,1,2.840000033,27.79223442,27.12072182,28.48268509,420.0839233,401.6747437,19.50051117,22.52191734,52.13402176,60.21165848,499.7145386,1501.397583,0.255985826,100.2315369,8.158250809,0.316344857,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832857564,0.002574381,300.2707218,300.9422344,240.2236079,1.589449452,3.604615647,35.96288913,13.44097179,27.45647812,3.676247561,0.185931489,2.257406388,1.418841173,0.117311213,27.30269346,0.678151268,64.02017164,394.8780828,0.023181097
3,B,45,d,B-45,UWS3,22,14:54:43,10530,13.62580496,0.189333181,274.0301558,2.268668236,1.244778394,26.47054863,6,1.420000017,1,2.840000033,27.73781586,26.47054863,28.48316574,420.0669861,402.6073608,19.5290966,22.1930027,52.38002396,59.52502441,499.6391602,1001.344421,0.252394468,100.2380295,8.039720535,0.317252755,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832731934,0.002268668,299.6205486,300.8878159,160.2151038,0.886142951,3.469361253,34.6112276,12.4182249,27.10418224,3.601118722,0.177499866,2.224582859,1.376535863,0.111943155,27.46824284,0.680638713,65.3799847,396.1303057,0.022488936
3,B,45,d,B-45,UWS3,23,14:56:12,10619.5,11.74472757,0.180460787,288.5878975,1.989782062,1.142961512,25.81568146,6,1.420000017,1,2.840000033,27.96822739,25.81568146,29.09382248,419.9046326,404.8338928,19.55874443,21.89581871,51.7559166,57.94023132,499.6539917,500.5018311,0.108852789,100.2323608,7.910234451,0.313926339,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832756653,0.001989782,298.9656815,301.1182274,80.08029118,0.205747471,3.337631114,33.29893745,11.40311874,26.89195442,3.556509927,0.169678957,2.194669602,1.361840325,0.106968044,28.92584628,0.712855081,66.88747584,399.2510118,0.019676223
3,B,45,d,B-45,UWS3,24,14:57:41,10708,4.80948055,0.16879575,358.7469336,1.756558108,1.075146561,25.34283447,6,1.420000017,1,2.840000033,28.03785324,25.34283447,29.0695858,420.0580139,413.4111023,19.58831596,21.65182495,51.62163162,57.05965424,499.6902161,99.69129944,0.272729099,100.2273636,7.554307938,0.306346536,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832817027,0.001756558,298.4928345,301.1878532,15.95060755,-0.357696638,3.245251893,32.3789011,10.72707614,26.69034386,3.514580379,0.159326179,2.170105332,1.344475047,0.100388443,35.95625935,0.867772858,67.86051535,411.1249056,0.007938556
3,B,32,d,B-32,UWS3,25,15:06:37,11244,12.83847571,0.132459612,234.067234,2.123218436,1.62917997,28.56182289,6,1.420000017,1,2.840000033,28.61624908,28.56182289,29.07426834,420.291748,403.8452148,20.37678909,22.86811638,51.91714096,58.26468277,499.6528015,1499.355591,0.48446086,100.2154999,8.752428055,0.330789208,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832754669,0.002123218,301.7118229,301.7662491,239.8968892,1.731924328,3.920919684,39.12488277,16.25676639,28.58903599,3.927118314,0.126556909,2.291739714,1.6353786,0.079608023,23.45716486,0.579596403,59.03073736,397.7424184,0.019054158
3,B,32,d,B-32,UWS3,26,15:08:06,11333.5,12.57132409,0.1356602,242.0959088,1.996766645,1.498549502,27.94041252,6,1.420000017,1,2.840000033,28.61457825,27.94041252,29.07369614,420.4181824,404.3519592,20.44197083,22.78520966,52.08134842,58.05136871,499.6340637,1001.562439,0.382774621,100.2021866,8.931840897,0.335519433,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83272344,0.001996767,301.0904125,301.7645782,160.2499867,0.945707853,3.781677331,37.74046715,14.9552575,28.27749538,3.856663842,0.129475458,2.283127829,1.573536013,0.081455988,24.25853942,0.598725697,60.99973223,398.3761538,0.01924933
3,B,32,d,B-32,UWS3,27,15:09:35,11422,11.68314052,0.135661393,254.8435193,1.811029161,1.360444199,27.2183075,6,1.420000017,1,2.840000033,28.58634949,27.2183075,29.07323456,420.5241394,405.6131592,20.4761734,22.60167503,52.25695038,57.68141556,499.6741028,500.4992065,0.278710246,100.2078018,8.863054276,0.339971185,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832790171,0.001811029,300.3683075,301.7363495,80.07987126,0.192505301,3.625308372,36.17790537,13.57623034,27.90232849,3.773285785,0.129476545,2.264864173,1.508421612,0.081456676,25.53730888,0.62829204,63.10005202,400.0595537,0.018427426
3,B,32,d,B-32,UWS3,28,15:11:04,11511.5,4.676127123,0.132056018,347.2931322,1.616213536,1.246734421,26.58726692,6,1.420000017,1,2.840000033,28.54866028,26.58726692,29.07391167,420.3742981,413.9553528,20.52114296,22.41852188,52.48795319,57.3409729,499.6304321,100.4810181,0.202155262,100.2107086,8.700944901,0.334474206,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832717387,0.001616214,299.7372669,301.6986603,16.07696253,-0.380803893,3.493310385,34.85965156,12.44112968,27.5679636,3.700305581,0.126188433,2.246575964,1.453729617,0.079374751,34.80249087,0.838962777,64.89107753,411.7325459,0.007369807
